Timestamp,CarPitch,CarRoll,CarYaw,LatAccel,Ay,ForwardAccel,LinAccel,RGrad,ShockPot1,ShockPot2,GyX
1970-01-01 00:00:04.784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,2.44,0.00
1970-01-01 00:00:04.851,0.00,0.00,0.00,0.62,-0.95,9.81,0.00,0.00,2.69,2.20,0.00
1970-01-01 00:00:04.917,0.00,0.00,0.00,0.62,-0.95,9.81,0.07,0.00,2.69,1.96,0.02
1970-01-01 00:00:04.985,-4.80,-3.14,44.69,0.70,-0.80,9.93,0.07,-4.52,2.69,2.20,0.02
1970-01-01 00:00:05.056,-4.68,-3.13,44.67,0.47,-0.76,10.00,0.07,-6.69,2.69,1.96,0.03
1970-01-01 00:00:05.126,-4.62,-3.21,44.64,0.58,-0.76,9.80,0.07,-5.51,2.69,2.20,0.02
1970-01-01 00:00:05.195,-4.62,-3.21,44.64,0.58,-0.80,9.81,-0.04,-5.51,2.69,2.20,0.10
1970-01-01 00:00:05.274,-4.59,-3.38,44.62,0.54,-0.68,9.89,-0.04,-6.22,2.69,2.20,0.02
1970-01-01 00:00:05.346,-4.60,-3.36,44.58,0.70,-0.84,9.80,-0.04,-4.83,2.69,1.96,0.00
1970-01-01 00:00:05.416,-4.58,-3.31,44.58,0.58,-0.68,9.92,-0.04,-5.68,2.69,1.96,0.00
1970-01-01 00:00:05.486,-4.63,-3.28,44.56,0.50,-0.84,9.70,-0.04,-6.50,2.69,1.96,-0.02
1970-01-01 00:00:05.566,-4.53,-3.20,44.53,0.58,-0.68,9.89,-0.04,-5.51,2.69,2.20,0.01
1970-01-01 00:00:05.635,-4.52,-3.26,44.48,0.66,-0.80,9.96,-0.04,-4.95,2.69,1.96,0.00
1970-01-01 00:00:05.716,-4.49,-3.39,44.51,0.54,-0.84,9.77,-0.04,-6.24,2.69,1.96,-0.02
1970-01-01 00:00:05.817,-4.49,-3.39,44.51,0.62,-0.84,9.85,0.06,-5.45,2.69,1.96,0.07
1970-01-01 00:00:05.887,-4.45,-3.41,44.48,0.66,-0.68,9.96,0.06,-5.17,2.69,1.96,0.00
1970-01-01 00:00:05.956,-4.42,-3.46,44.48,0.62,-0.68,9.85,0.06,-5.57,2.69,2.20,0.00
1970-01-01 00:00:06.026,-4.45,-3.51,44.46,0.54,-0.68,9.70,0.06,-6.46,2.69,1.96,-0.01
1970-01-01 00:00:06.096,-4.41,-3.52,44.38,0.62,-0.68,9.89,0.08,-5.67,2.69,1.96,0.05
1970-01-01 00:00:06.186,-4.40,-3.50,44.36,0.66,-0.72,9.89,0.08,-5.30,2.69,1.96,-0.01
1970-01-01 00:00:06.252,-4.40,-3.50,44.36,0.66,-0.72,9.89,-0.04,-5.30,2.44,2.20,-0.00
1970-01-01 00:00:06.326,-4.44,-3.42,44.34,0.54,-0.76,9.73,-0.04,-6.29,2.69,1.96,0.00
1970-01-01 00:00:06.397,-4.38,-3.36,44.33,0.62,-0.80,9.96,-0.04,-5.42,2.69,1.96,0.01
1970-01-01 00:00:06.466,-4.32,-3.23,44.34,0.58,-0.68,9.92,-0.04,-5.55,2.69,2.20,0.01
1970-01-01 00:00:06.536,-4.30,-3.21,44.29,0.54,-0.76,9.77,-0.04,-5.92,2.69,2.20,0.00
1970-01-01 00:00:06.606,-4.32,-3.25,44.28,0.50,-0.72,9.89,-0.04,-6.46,2.69,2.20,0.00
1970-01-01 00:00:06.675,-4.32,-3.24,44.29,0.58,-0.76,9.89,-0.04,-5.56,2.69,1.96,-0.00
1970-01-01 00:00:06.757,-4.30,-3.30,44.27,0.58,-0.76,9.85,0.00,-5.67,2.69,2.20,0.02
1970-01-01 00:00:06.826,-4.34,-3.27,44.28,0.54,-0.72,9.70,0.00,-6.01,2.69,1.96,-0.02
1970-01-01 00:00:06.897,-4.31,-3.18,44.26,0.54,-0.72,9.89,0.06,-5.86,2.69,1.96,0.04
1970-01-01 00:00:07.006,-4.31,-3.18,44.26,0.54,-0.68,9.80,-0.03,-5.86,2.69,1.96,-0.04
1970-01-01 00:00:07.075,-4.25,-3.11,44.29,0.50,-0.80,9.73,-0.03,-6.18,2.69,2.20,0.00
1970-01-01 00:00:07.147,-4.21,-3.09,44.28,0.43,-0.68,9.84,0.06,-7.20,2.44,1.96,-0.03
1970-01-01 00:00:07.226,-4.18,-3.03,44.23,0.54,-0.76,9.89,0.06,-5.58,2.69,1.96,0.02
1970-01-01 00:00:07.306,-4.16,-2.92,44.20,0.43,-0.68,9.84,0.06,-6.81,2.69,1.96,-0.00
1970-01-01 00:00:07.376,-4.15,-2.89,44.15,0.58,-0.80,9.84,0.06,-4.97,2.69,1.96,0.00
1970-01-01 00:00:07.446,-4.08,-2.88,44.19,0.43,-0.49,9.93,0.06,-6.69,2.69,2.20,0.02
1970-01-01 00:00:07.517,-4.09,-2.96,44.17,0.70,-0.76,9.85,0.06,-4.26,2.69,1.71,0.00
1970-01-01 00:00:07.585,-4.14,-3.03,44.14,0.47,-0.72,9.73,0.06,-6.47,2.69,1.96,-0.01
1970-01-01 00:00:07.675,-4.10,-2.94,44.12,0.43,-0.76,9.77,-0.07,-6.85,2.69,1.71,-0.09
1970-01-01 00:00:07.744,-4.10,-2.94,44.12,0.43,-0.64,9.88,-0.07,-6.85,2.69,1.96,0.03
1970-01-01 00:00:07.817,-3.89,-2.77,44.06,0.54,-0.64,10.04,-0.07,-5.11,2.69,2.20,0.04
1970-01-01 00:00:07.883,-3.89,-2.77,44.06,0.54,-0.64,10.04,0.20,-5.11,2.69,2.20,0.18
1970-01-01 00:00:07.956,-3.91,-2.83,44.02,0.47,-0.68,9.73,-0.16,-6.03,2.69,1.96,-0.03
1970-01-01 00:00:08.026,-3.86,-2.77,44.02,0.39,-0.61,9.77,-0.16,-7.08,2.69,1.96,0.01
1970-01-01 00:00:08.107,-3.58,-2.40,43.92,0.12,-0.57,9.62,-0.16,-19.80,2.69,1.96,0.03
1970-01-01 00:00:08.206,-3.30,-2.49,43.60,0.77,-0.53,10.00,-0.16,-3.23,2.69,1.96,-0.01
1970-01-01 00:00:08.275,-3.37,-2.54,43.61,0.43,-0.61,9.80,-0.16,-5.91,2.69,1.96,-0.03
1970-01-01 00:00:08.357,-3.43,-2.73,43.68,0.43,-0.57,9.80,-0.07,-6.35,2.69,1.96,-0.07
