Timestamp,CarRoll,CarPitch,CarYaw,RollGrad,ax,ay,az,ForwardAccel,LateralAccel,HeaveAccel,PitchRate,RollRate,YawRate,qw,qx,qy,qz,ShockPot1,ShockPot2
1970-01-01 00:00:05.159,171.51,85.03,4.15,0.00,2.11,-0.01,9.70,0.01,-0.01,-0.01,-1.79,3.47,0.22,0.08,0.73,0.08,-0.67,2.69,1.96
1970-01-01 00:00:05.270,175.99,84.61,9.07,773.62,2.38,0.11,9.51,0.04,0.11,0.03,-3.58,3.58,6.15,0.08,0.73,0.08,-0.67,2.69,1.96
1970-01-01 00:00:05.389,177.69,84.18,10.87,378.06,2.15,0.22,9.55,-0.30,0.22,0.07,0.56,-2.13,-1.45,0.08,0.74,0.08,-0.67,2.69,1.96
1970-01-01 00:00:05.490,176.65,84.53,9.79,584.85,2.34,0.14,9.36,-0.30,0.14,0.14,0.67,1.90,-5.60,0.08,0.74,0.08,-0.67,2.69,1.96
1970-01-01 00:00:05.599,-179.92,84.44,13.43,0.00,2.30,-0.01,9.78,-0.14,-0.01,-0.00,-11.53,10.74,10.97,0.08,0.74,0.09,-0.67,2.69,1.96
1970-01-01 00:00:05.699,-173.05,83.42,20.84,129.43,2.07,0.64,9.23,-0.14,0.64,-0.00,-4.59,3.69,5.60,0.08,0.74,0.10,-0.66,2.69,1.96
1970-01-01 00:00:05.809,-173.05,83.42,20.84,318.74,2.26,0.26,9.59,-0.13,0.26,0.09,-4.25,-3.25,-23.72,0.08,0.74,0.10,-0.66,2.69,1.96
1970-01-01 00:00:05.920,-173.05,83.42,20.84,137.78,1.96,0.61,9.74,-0.37,0.61,0.22,-0.56,-13.76,-6.38,0.08,0.74,0.10,-0.66,2.69,1.96
1970-01-01 00:00:06.030,-173.05,83.42,20.84,318.74,2.38,0.26,9.47,0.10,0.26,-0.08,3.13,-11.75,-17.35,0.08,0.74,0.10,-0.66,2.69,1.96
1970-01-01 00:00:06.140,-121.95,88.07,69.50,-442.06,1.99,-0.20,9.70,0.09,-0.20,0.09,-1.57,-2.24,-12.76,-0.06,-0.71,-0.08,0.70,2.69,1.96
1970-01-01 00:00:06.249,-117.66,87.46,73.32,476.40,1.73,0.18,9.55,-0.20,0.18,-0.16,7.72,3.47,-7.83,-0.05,-0.71,-0.08,0.70,2.69,1.96
1970-01-01 00:00:06.350,-123.98,87.60,67.50,193.31,2.45,0.45,9.74,0.41,0.45,0.04,0.56,7.05,4.03,-0.06,-0.71,-0.08,0.70,2.69,1.96
1970-01-01 00:00:06.460,-131.04,86.72,60.00,87.75,1.46,0.99,9.51,-0.51,0.99,-0.12,-4.36,-3.02,10.52,-0.05,-0.72,-0.08,0.69,2.69,1.96
1970-01-01 00:00:06.580,-129.27,86.62,61.80,175.99,1.92,0.49,9.77,-0.01,0.49,-0.00,2.13,2.13,0.00,-0.05,-0.72,-0.09,0.69,2.69,1.96
1970-01-01 00:00:06.681,-129.27,86.62,61.80,-540.84,3.68,-0.16,8.89,-0.07,-0.16,0.59,17.12,22.72,-7.83,-0.05,-0.72,-0.09,0.69,2.69,1.96
1970-01-01 00:00:06.790,-140.16,86.32,51.03,230.19,1.88,0.37,9.89,0.12,0.37,0.24,5.37,-7.16,-2.35,-0.05,-0.72,-0.09,0.69,2.69,1.96
1970-01-01 00:00:06.900,-140.16,86.32,51.03,329.82,1.88,0.26,9.59,-1.50,0.26,1.06,-0.22,-4.92,2.69,-0.05,-0.72,-0.09,0.69,2.69,1.96
1970-01-01 00:00:07.009,-139.23,86.28,51.82,256.83,1.69,0.34,9.93,0.16,0.34,0.19,4.25,2.80,-4.14,-0.05,-0.72,-0.08,0.69,2.69,2.20
1970-01-01 00:00:07.119,-139.23,86.28,51.82,190.41,2.19,0.45,9.73,0.13,0.45,0.03,-10.74,4.92,-2.13,-0.05,-0.72,-0.08,0.69,2.69,1.96
1970-01-01 00:00:07.229,-139.23,86.28,51.82,59.54,2.22,1.45,9.47,0.31,1.45,-0.37,-34.24,-0.22,2.13,-0.05,-0.72,-0.08,0.69,2.69,1.96
1970-01-01 00:00:07.340,-91.36,81.85,100.67,52.38,2.11,1.56,9.70,0.22,1.56,0.03,-10.07,0.56,-6.71,-0.02,-0.70,-0.12,0.71,2.69,1.96
1970-01-01 00:00:07.450,-91.36,81.85,100.67,79.67,2.30,1.03,9.89,0.22,1.03,0.03,6.49,0.67,15.55,-0.02,-0.70,-0.12,0.71,2.69,1.96
1970-01-01 00:00:07.570,-111.61,81.15,81.36,51.94,1.92,1.56,9.59,-0.43,1.56,0.06,-8.39,-43.87,-21.37,-0.03,-0.71,-0.13,0.69,2.69,1.96
1970-01-01 00:00:07.680,-96.96,79.48,94.52,45.32,1.77,1.75,9.47,-0.43,1.75,0.06,-43.76,1.12,11.08,-0.01,-0.70,-0.14,0.70,2.69,1.96
1970-01-01 00:00:07.789,-98.94,72.50,92.11,23.14,2.11,3.13,8.82,-0.11,3.13,0.29,-64.35,-0.56,16.11,0.04,-0.70,-0.17,0.69,2.69,1.96
1970-01-01 00:00:07.899,-96.08,66.55,94.74,17.07,2.11,3.90,8.78,-0.11,3.90,0.29,-44.09,0.00,-0.67,0.08,-0.69,-0.21,0.69,2.69,1.96
1970-01-01 00:00:08.009,-94.25,60.45,95.98,12.64,1.57,4.78,8.36,-0.11,4.78,0.29,-69.49,-14.77,-5.93,0.12,-0.68,-0.24,0.68,2.69,1.96
1970-01-01 00:00:08.110,-94.25,60.45,95.98,10.82,1.54,5.59,7.02,0.00,5.59,-0.27,-81.47,-1.34,24.84,0.12,-0.68,-0.24,0.68,2.69,1.96
1970-01-01 00:00:08.229,-89.49,45.08,99.08,7.05,1.46,6.39,7.25,0.09,6.39,0.35,-48.68,-22.38,-37.04,0.22,-0.63,-0.32,0.67,2.69,1.96
1970-01-01 00:00:08.339,-86.96,40.34,100.60,5.49,1.84,7.35,6.67,0.20,7.35,0.27,-37.26,-13.32,-7.83,0.25,-0.61,-0.34,0.68,2.69,1.96
1970-01-01 00:00:08.440,-86.40,36.26,100.06,4.83,1.50,7.50,5.79,0.07,7.50,0.22,-48.23,-11.41,2.57,0.28,-0.59,-0.35,0.67,2.69,1.96
1970-01-01 00:00:08.550,-86.40,36.26,100.06,4.37,1.38,8.30,4.68,0.01,8.30,0.07,-52.60,4.03,12.87,0.28,-0.59,-0.35,0.67,2.69,1.96
1970-01-01 00:00:08.650,-86.40,36.26,100.06,4.14,1.07,8.77,4.41,0.00,8.77,0.23,-45.66,-5.60,4.70,0.28,-0.59,-0.35,0.67,2.69,1.96
1970-01-01 00:00:08.770,-86.40,36.26,100.06,4.14,1.54,8.77,3.00,0.51,8.77,-0.16,-55.17,1.79,-1.23,0.28,-0.59,-0.35,0.67,2.44,1.96
1970-01-01 00:00:08.871,-86.40,36.26,100.06,3.91,1.19,9.26,2.54,0.18,9.26,0.30,-55.62,-4.70,1.01,0.28,-0.59,-0.35,0.67,2.69,1.96
1970-01-01 00:00:08.980,-86.28,6.80,96.08,0.74,1.19,9.15,1.23,0.18,9.15,0.30,-65.24,-4.14,5.15,0.46,-0.49,-0.48,0.57,2.69,1.96
1970-01-01 00:00:09.090,-86.28,6.80,96.08,0.74,1.19,9.19,-0.11,0.34,9.19,-0.06,-68.37,-1.01,0.67,0.46,-0.49,-0.48,0.57,2.69,1.96
1970-01-01 00:00:09.192,-86.28,6.80,96.08,0.72,1.23,9.41,-1.14,0.34,9.41,-0.06,-66.70,-2.13,3.02,0.46,-0.49,-0.48,0.57,2.69,1.96
1970-01-01 00:00:09.309,-84.64,-15.30,93.37,-1.69,1.00,9.07,-2.60,0.34,9.07,-0.06,-66.47,-4.25,14.66,0.57,-0.39,-0.55,0.47,2.69,1.96
1970-01-01 00:00:09.410,-84.64,-15.30,93.37,-1.84,0.92,8.31,-3.13,0.22,8.31,0.34,-60.99,-5.82,18.02,0.57,-0.39,-0.55,0.47,2.69,1.96
1970-01-01 00:00:09.512,-82.39,-27.46,89.23,-3.57,0.80,7.69,-4.17,0.22,7.69,0.34,-74.31,-5.82,-2.57,0.63,-0.33,-0.58,0.40,2.44,1.96
1970-01-01 00:00:09.631,-81.63,-36.80,87.64,-5.04,0.92,7.30,-5.82,0.41,7.30,0.10,-63.23,6.04,9.06,0.66,-0.28,-0.60,0.35,2.69,1.96
1970-01-01 00:00:09.731,-81.04,-43.35,85.97,-7.31,0.77,5.93,-6.20,0.41,5.93,0.10,-65.91,2.91,1.23,0.68,-0.25,-0.62,0.31,2.69,1.96
1970-01-01 00:00:09.833,-81.04,-43.35,85.97,-8.99,1.07,4.82,-6.92,0.60,4.82,0.43,-88.52,11.08,4.48,0.68,-0.25,-0.62,0.31,2.69,1.96
1970-01-01 00:00:09.950,-76.49,-62.48,77.10,-15.71,0.35,3.98,-9.19,0.60,3.98,0.43,-94.00,10.74,8.06,0.73,-0.16,-0.65,0.17,2.69,1.96
1970-01-01 00:00:10.060,-70.06,-71.27,69.40,-33.91,0.20,2.10,-9.38,0.60,2.10,0.43,-87.96,8.17,15.22,0.74,-0.11,-0.66,0.10,2.69,1.96
1970-01-01 00:00:10.171,-70.06,-71.27,69.40,-77.97,-0.46,0.91,-9.19,-0.14,0.91,-0.16,-97.58,-2.35,2.24,0.74,-0.11,-0.66,0.10,2.69,1.96
1970-01-01 00:00:10.278,-70.06,-71.27,69.40,456.14,0.54,-0.35,-9.72,0.62,-0.16,-0.10,-66.47,2.57,-28.54,0.74,-0.11,-0.66,0.10,2.69,2.20
1970-01-01 00:00:10.381,46.87,-80.58,-49.96,59.80,0.96,-1.35,-10.57,0.11,-1.35,0.71,-81.24,29.32,51.81,0.74,0.02,-0.67,-0.06,2.69,1.96
1970-01-01 00:00:10.482,46.87,-80.58,-49.96,42.80,-0.69,-1.88,-8.73,0.26,-1.88,0.60,-79.45,29.10,29.66,0.74,0.02,-0.67,-0.06,2.69,1.96
1970-01-01 00:00:10.591,72.34,-67.53,-78.52,13.64,0.84,-4.95,-8.77,0.38,-4.95,0.06,-106.87,16.45,23.72,0.73,0.10,-0.66,-0.17,2.69,1.96
1970-01-01 00:00:10.692,76.02,-55.48,-81.56,9.22,0.27,-6.02,-7.23,0.38,-6.02,0.06,-141.23,-18.46,20.70,0.72,0.17,-0.63,-0.24,2.69,2.20
1970-01-01 00:00:10.792,76.02,-55.48,-81.56,5.93,0.96,-9.36,-7.73,0.20,-9.36,-1.29,-166.40,-56.96,28.54,0.72,0.17,-0.63,-0.24,2.69,1.96
1970-01-01 00:00:10.899,85.42,-24.36,-83.53,2.74,0.84,-8.89,-3.63,-1.32,-8.89,-0.46,-96.02,-5.26,3.02,0.63,0.39,-0.56,-0.37,2.69,1.96
1970-01-01 00:00:11.049,87.44,-9.74,-83.36,1.04,-0.07,-9.39,-1.71,-0.29,-9.39,0.64,-67.59,-35.59,19.92,0.58,0.47,-0.50,-0.44,2.69,1.96
1970-01-01 00:00:11.150,90.30,-6.47,-80.91,0.70,2.34,-9.27,-1.71,0.29,-9.27,-0.88,-12.65,-42.19,11.75,0.56,0.51,-0.49,-0.43,2.69,1.96
1970-01-01 00:00:11.251,90.30,-6.47,-80.91,0.69,2.19,-9.39,-0.41,0.30,-9.39,-0.26,-39.61,-14.88,12.09,0.56,0.51,-0.49,-0.43,2.69,1.96
1970-01-01 00:00:11.361,92.74,-2.78,-81.75,0.27,1.34,-10.24,-0.07,-0.04,-10.24,0.21,-5.04,3.02,-18.46,0.53,0.54,-0.49,-0.44,2.69,1.96
1970-01-01 00:00:11.471,92.74,-2.78,-81.75,0.30,1.34,-9.24,-0.11,-0.31,-9.24,0.12,3.69,-11.08,5.26,0.53,0.54,-0.49,-0.44,2.69,1.96
1970-01-01 00:00:11.571,92.74,-2.78,-81.75,0.30,1.77,-9.27,-0.11,0.23,-9.27,0.01,1.23,-3.58,3.92,0.53,0.54,-0.49,-0.44,2.69,1.96
1970-01-01 00:00:11.681,95.45,-1.44,-81.49,0.15,2.22,-9.93,-0.11,0.23,-9.93,0.01,-9.18,-10.41,-15.33,0.52,0.56,-0.49,-0.43,2.69,2.20
1970-01-01 00:00:11.801,95.83,-1.28,-80.98,0.12,1.19,-10.50,0.96,-0.97,-10.50,2.74,13.76,-7.72,19.02,0.52,0.56,-0.49,-0.43,2.69,1.96
1970-01-01 00:00:11.911,95.83,-1.28,-80.98,0.12,3.57,-10.43,-0.64,1.25,-10.43,-1.50,-22.72,22.16,-26.19,0.52,0.56,-0.49,-0.43,2.69,2.20
1970-01-01 00:00:12.021,91.89,8.38,-77.80,-0.81,1.65,-10.38,3.23,0.13,-10.38,0.67,-95.79,2.57,-45.99,0.51,0.59,-0.41,-0.48,2.69,1.96
1970-01-01 00:00:12.131,91.89,8.38,-77.80,-0.90,1.61,-9.35,3.95,-0.97,-9.35,0.37,-88.52,-22.38,-63.23,0.51,0.59,-0.41,-0.48,2.44,1.96
1970-01-01 00:00:12.231,91.89,8.38,-77.80,-0.98,0.58,-8.51,4.61,-0.10,-8.51,-0.37,-110.34,-1.45,-28.42,0.51,0.59,-0.41,-0.48,2.69,1.96
1970-01-01 00:00:12.341,94.19,40.35,-85.75,-5.21,0.16,-7.74,7.05,0.12,-7.74,0.13,-71.17,-29.88,-14.66,0.30,0.66,-0.30,-0.62,2.69,1.96
1970-01-01 00:00:12.481,98.51,57.34,-82.56,-11.15,-0.27,-5.14,7.60,-0.30,-5.14,-1.25,-145.14,-5.60,11.53,0.19,0.71,-0.20,-0.65,2.69,1.96
1970-01-01 00:00:12.592,100.27,68.90,-76.49,-20.63,0.77,-3.34,9.89,0.02,-3.34,-0.36,-142.46,21.93,4.92,0.15,0.72,-0.11,-0.67,2.69,1.96
1970-01-01 00:00:12.701,111.85,72.71,-61.02,-20.82,1.19,-3.49,9.47,0.02,-3.49,-0.24,-31.67,13.99,47.56,0.14,0.74,-0.05,-0.65,2.69,1.96
1970-01-01 00:00:12.801,136.33,71.77,-38.02,-46.63,0.00,-1.54,10.32,0.02,-1.54,-0.24,-25.40,-2.91,56.51,0.11,0.78,-0.04,-0.61,2.69,1.96
1970-01-01 00:00:12.911,141.27,72.77,-33.27,-52.48,0.61,-1.39,9.82,0.02,-1.39,-0.24,-8.84,16.11,-6.83,0.10,0.78,-0.03,-0.61,2.69,1.96
1970-01-01 00:00:13.021,137.04,77.85,-34.26,-44.99,1.50,-1.73,10.00,0.02,-1.73,-0.24,-12.87,22.72,-33.57,0.10,0.76,0.01,-0.64,2.69,1.96
1970-01-01 00:00:13.131,137.04,77.85,-34.26,-65.13,2.07,-1.20,8.13,-0.32,-1.20,-1.35,-36.48,28.54,-17.46,0.10,0.76,0.01,-0.64,2.69,1.96
1970-01-01 00:00:13.231,146.21,86.85,-19.02,-172.35,2.34,-0.50,9.39,-0.32,-0.50,-1.35,-66.36,-2.57,-36.82,0.10,0.72,0.08,-0.68,2.69,1.96
1970-01-01 00:00:13.341,-97.38,85.84,95.47,141.77,2.57,0.61,9.35,-0.32,0.61,-1.35,-54.72,-55.06,-37.60,-0.05,-0.70,-0.10,0.70,2.69,1.96
1970-01-01 00:00:13.452,-87.61,84.17,104.33,88.67,1.57,0.95,10.08,-0.54,0.95,0.42,1.12,-9.29,20.14,-0.04,-0.70,-0.11,0.71,2.69,1.96
1970-01-01 00:00:13.561,-87.61,84.17,104.33,111.06,2.15,0.76,10.31,0.43,0.76,0.68,-18.91,-24.95,-26.52,-0.04,-0.70,-0.11,0.71,2.69,1.96
1970-01-01 00:00:13.662,-79.76,83.49,109.97,91.34,1.23,0.91,9.70,0.43,0.91,0.68,12.53,3.36,10.41,-0.02,-0.69,-0.10,0.71,2.69,1.96
1970-01-01 00:00:13.772,-79.76,83.49,109.97,116.16,1.61,0.72,9.39,-0.12,0.72,-0.17,19.36,2.91,20.03,-0.02,-0.69,-0.10,0.71,2.69,1.96
1970-01-01 00:00:13.872,-123.54,85.21,67.42,140.74,1.69,0.61,9.93,-0.12,0.61,-0.17,-0.78,-0.90,-4.48,-0.04,-0.72,-0.09,0.69,2.69,2.20
1970-01-01 00:00:14.001,-135.17,85.37,56.01,132.46,1.54,0.64,9.73,-0.11,0.64,0.07,4.81,0.78,5.26,-0.05,-0.72,-0.09,0.68,2.69,1.96
1970-01-01 00:00:14.111,-140.82,85.74,49.87,141.60,1.50,0.61,9.47,-0.36,0.61,-0.09,10.52,-3.47,5.37,0.05,0.72,0.08,-0.68,2.69,1.96
1970-01-01 00:00:14.212,-140.82,85.74,49.87,1219.36,1.92,0.07,9.78,0.00,0.07,-0.23,7.72,-2.24,-4.14,0.05,0.72,0.08,-0.68,2.69,1.96
1970-01-01 00:00:14.331,-153.13,85.26,32.26,253.80,0.96,0.34,10.08,-0.01,0.34,0.11,-4.36,26.30,20.70,0.02,0.73,0.05,-0.68,2.69,1.96
1970-01-01 00:00:14.433,-153.56,86.04,33.73,0.00,1.15,-0.01,9.77,0.01,-0.01,0.22,0.34,16.67,-4.59,0.03,0.73,0.06,-0.68,2.69,2.20
1970-01-01 00:00:14.542,-153.56,86.04,33.73,229.44,0.69,0.37,9.93,-0.59,0.37,0.36,4.03,-5.93,-3.02,0.03,0.73,0.06,-0.68,2.69,1.96
1970-01-01 00:00:14.652,-147.53,86.59,40.12,2771.01,1.11,0.03,9.77,-0.03,0.03,0.09,-5.71,4.03,2.35,0.04,0.72,0.06,-0.69,2.93,1.96
1970-01-01 00:00:14.781,-141.28,86.71,46.20,258.10,0.92,0.34,9.89,0.16,0.34,0.00,-4.48,-0.67,-6.83,0.03,0.72,0.06,-0.69,2.69,1.96
1970-01-01 00:00:14.892,-141.28,86.71,46.20,191.35,1.23,0.45,9.93,-0.08,0.45,0.10,-0.78,0.22,1.45,0.03,0.72,0.06,-0.69,2.69,1.96
1970-01-01 00:00:15.002,-128.86,86.60,58.17,191.11,1.07,0.45,10.00,-0.08,0.45,0.10,-3.69,-2.01,-7.83,-0.03,-0.72,-0.06,0.69,2.69,1.96
1970-01-01 00:00:15.102,-128.86,86.60,58.17,152.89,1.11,0.57,9.93,0.10,0.57,0.17,-2.01,-3.69,2.24,-0.03,-0.72,-0.06,0.69,2.69,1.96
1970-01-01 00:00:15.222,-122.62,86.33,63.07,152.41,0.58,0.57,9.81,-0.24,0.57,0.02,-4.59,-2.13,-2.80,-0.02,-0.72,-0.05,0.69,2.69,2.20
1970-01-01 00:00:15.331,-104.93,84.31,79.85,76.27,1.15,1.11,9.93,0.29,1.11,0.03,-10.63,7.61,2.35,0.00,-0.71,-0.06,0.70,2.69,1.96
1970-01-01 00:00:15.433,-114.57,86.12,72.35,286.31,2.49,0.30,10.00,0.29,0.30,0.03,28.65,-14.32,-20.48,-0.02,-0.71,-0.07,0.70,2.69,2.20
1970-01-01 00:00:15.551,-126.91,85.74,60.49,151.38,1.30,0.57,9.77,0.42,0.57,0.24,-2.35,-3.25,-4.36,-0.02,-0.72,-0.07,0.69,2.69,1.96
1970-01-01 00:00:15.652,-127.06,86.03,59.99,163.14,1.19,0.53,9.81,-0.05,0.53,0.17,-1.34,-3.47,-1.68,-0.02,-0.72,-0.06,0.69,2.69,1.96
1970-01-01 00:00:15.762,-128.51,85.81,58.42,189.37,1.11,0.45,9.82,-0.03,0.45,0.13,-1.01,-2.69,-1.34,-0.02,-0.72,-0.06,0.69,2.69,1.96
1970-01-01 00:00:15.872,-123.09,85.77,63.34,125.47,1.00,0.68,9.97,-0.01,0.68,0.13,-1.79,-8.28,-0.34,-0.02,-0.72,-0.06,0.69,2.69,1.96
1970-01-01 00:00:15.972,-123.09,85.77,63.34,162.65,0.92,0.53,9.78,-0.04,0.53,-0.16,8.28,-4.14,1.68,-0.02,-0.72,-0.06,0.69,2.69,1.96
1970-01-01 00:00:16.091,-134.40,86.20,50.88,190.23,0.77,0.45,9.97,-0.04,0.45,-0.16,5.82,4.03,1.23,-0.01,-0.72,-0.05,0.69,2.69,1.96
1970-01-01 00:00:16.192,-153.19,87.11,31.83,474.48,0.69,0.18,9.05,-0.18,0.18,-0.18,13.54,-2.80,-2.69,0.02,0.72,0.04,-0.69,2.69,1.96
1970-01-01 00:00:16.293,116.37,87.43,-58.42,-43.71,-0.42,-2.00,7.90,-1.16,-2.00,-2.07,46.66,7.83,-17.90,0.05,0.71,0.02,-0.70,2.69,1.96
1970-01-01 00:00:16.394,116.37,87.43,-58.42,-58.28,1.46,-1.50,9.13,-1.16,-1.50,-2.07,7.27,111.23,-194.27,0.05,0.71,0.02,-0.70,2.69,1.96
1970-01-01 00:00:16.512,116.37,87.43,-58.42,-26.80,8.09,-3.26,8.81,2.35,-3.26,0.37,-28.42,188.67,73.19,0.05,0.71,0.02,-0.70,2.69,1.96
1970-01-01 00:00:17.862,-36.78,68.30,-152.74,-52.19,8.66,-1.31,4.18,2.35,-1.31,0.37,-23.72,9.74,182.85,-0.36,-0.46,-0.38,0.72,2.69,1.96
1970-01-01 00:00:17.992,-35.44,67.73,-151.62,-37.45,8.66,-1.81,4.30,0.19,-1.81,-0.23,1.90,4.70,7.61,-0.36,-0.45,-0.38,0.73,2.69,1.96
1970-01-01 00:00:18.092,-35.44,67.73,-151.62,-23.82,14.21,-2.84,1.16,-0.38,-2.84,-1.27,1.90,14.44,22.49,-0.36,-0.45,-0.38,0.73,2.44,1.96
1970-01-01 00:00:18.203,-36.92,71.89,-153.02,-30.67,9.12,-2.34,4.61,0.84,-2.34,-1.57,25.74,14.21,67.48,-0.36,-0.48,-0.38,0.70,2.69,1.96
1970-01-01 00:00:18.312,-36.92,71.89,-153.02,-46.71,7.36,-1.54,4.57,-0.96,-1.54,0.23,6.04,-23.05,9.85,-0.36,-0.48,-0.38,0.70,2.69,1.96
1970-01-01 00:00:18.422,-36.92,71.89,-153.02,-1533.68,8.43,-0.05,3.65,-1.65,-0.05,-1.18,-9.96,22.94,17.46,-0.36,-0.48,-0.38,0.70,2.69,1.96
