Timestamp,CarPitch,CarRoll,CarYaw,LatAccel,Ay,ForwardAccel,LinAccel,RGrad,ShockPot1,ShockPot2,GyX
1970-01-01 00:00:03.842,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.31,2.44,0.00
1970-01-01 00:00:03.945,0.00,0.00,0.00,0.20,-0.99,9.84,0.00,0.00,247.31,1.96,0.00
1970-01-01 00:00:04.014,-5.75,-0.97,-85.53,0.16,-0.99,9.85,0.00,-6.05,247.31,1.96,0.00
1970-01-01 00:00:04.103,-5.74,-0.97,-85.53,0.16,-0.99,9.85,0.00,-6.09,247.31,1.96,0.00
1970-01-01 00:00:04.184,-5.74,-0.97,-85.53,0.16,-0.99,9.80,0.01,-6.09,247.31,1.96,-0.01
1970-01-01 00:00:04.254,-5.75,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.12,247.56,1.96,0.00
1970-01-01 00:00:04.323,-5.75,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.12,247.31,2.20,0.00
1970-01-01 00:00:04.404,-5.75,-0.98,-85.53,0.16,-1.03,9.80,0.01,-6.12,247.31,1.96,0.00
1970-01-01 00:00:04.472,-5.75,-0.98,-85.53,0.20,-0.99,9.81,0.01,-4.92,247.31,1.96,0.00
1970-01-01 00:00:04.554,-5.75,-0.97,-85.53,0.16,-0.99,9.85,0.01,-6.08,247.31,1.96,0.00
1970-01-01 00:00:04.620,-5.75,-0.97,-85.53,0.16,-0.99,9.85,0.01,-6.08,247.31,1.96,0.00
1970-01-01 00:00:04.685,-5.75,-0.97,-85.53,0.20,-0.99,9.84,0.01,-4.89,247.56,1.96,0.00
1970-01-01 00:00:04.754,-5.77,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.11,247.31,1.96,0.00
1970-01-01 00:00:04.834,-5.77,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.14,247.31,1.96,0.00
1970-01-01 00:00:04.904,-5.77,-0.98,-85.53,0.16,-1.03,9.80,0.01,-6.14,247.31,1.96,0.00
1970-01-01 00:00:04.984,-5.77,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.14,247.56,1.96,0.00
1970-01-01 00:00:05.053,-5.77,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.14,247.31,1.96,0.00
1970-01-01 00:00:05.133,-5.77,-0.98,-85.53,0.16,-1.03,9.80,0.01,-6.14,247.31,1.96,0.00
1970-01-01 00:00:05.204,-5.77,-0.98,-85.53,0.16,-0.99,9.80,0.01,-6.14,247.56,1.96,0.00
1970-01-01 00:00:05.269,-5.77,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.14,247.31,1.96,0.00
1970-01-01 00:00:05.335,-5.77,-0.99,-85.53,0.16,-0.99,9.85,0.01,-6.17,247.31,1.96,0.00
1970-01-01 00:00:05.414,-5.77,-0.99,-85.53,0.16,-1.03,9.85,0.01,-6.17,247.31,1.96,0.00
1970-01-01 00:00:05.484,-5.77,-0.98,-85.53,0.20,-0.99,9.84,0.01,-4.94,247.31,1.96,0.00
1970-01-01 00:00:05.554,-5.77,-0.98,-85.53,0.20,-1.03,9.81,0.01,-4.91,247.31,1.96,0.00
1970-01-01 00:00:05.625,-5.77,-0.98,-85.53,0.20,-1.03,9.84,0.01,-4.91,247.31,1.96,0.00
1970-01-01 00:00:05.725,-5.76,-0.98,-85.53,0.16,-0.99,9.85,0.01,-6.14,247.56,1.96,0.00
1970-01-01 00:00:05.791,-5.77,-0.99,-85.53,0.16,-0.99,9.85,0.01,-6.17,247.31,2.20,0.00
1970-01-01 00:00:05.875,-5.77,-0.99,-85.53,0.16,-0.99,9.85,0.02,-6.17,247.31,1.96,-0.01
1970-01-01 00:00:05.944,-5.77,-0.99,-85.53,0.20,-0.99,9.81,0.02,-4.96,247.31,1.96,0.00
1970-01-01 00:00:06.015,-5.77,-0.99,-85.53,0.16,-0.99,9.85,0.02,-6.17,247.31,1.96,0.00
1970-01-01 00:00:06.104,-5.77,-0.99,-85.53,0.16,-0.99,9.85,-0.03,-6.17,247.31,1.96,-0.01
1970-01-01 00:00:06.175,-5.77,-0.99,-85.53,0.20,-1.03,9.88,-0.03,-4.96,247.31,1.96,0.00
1970-01-01 00:00:06.245,-5.77,-0.99,-85.53,0.16,-0.99,9.80,-0.03,-6.17,247.31,1.96,0.00
1970-01-01 00:00:06.314,-5.77,-0.99,-85.53,0.16,-0.99,9.89,-0.03,-6.17,247.31,1.96,0.00
1970-01-01 00:00:06.394,-5.77,-0.99,-85.54,0.16,-0.95,9.81,-0.03,-6.18,247.31,1.96,0.00
1970-01-01 00:00:06.464,-5.57,-0.93,-85.50,0.08,-1.03,10.04,-0.03,-11.34,247.31,2.20,0.01
1970-01-01 00:00:06.534,-4.58,-0.56,-84.87,0.35,0.24,9.31,-0.03,-1.59,247.31,2.20,0.69
1970-01-01 00:00:06.614,-4.45,-0.37,-85.61,-1.14,-1.95,11.00,-0.03,0.32,247.31,1.96,-0.06
1970-01-01 00:00:06.680,-4.45,-0.37,-85.61,-0.91,-0.91,12.49,-0.03,0.40,247.31,1.96,-0.10
1970-01-01 00:00:06.745,-3.87,0.15,-88.51,0.27,0.50,9.23,-0.03,0.56,247.31,1.96,0.04
1970-01-01 00:00:06.810,-4.76,0.15,-88.17,0.27,0.50,9.23,-0.03,0.53,247.31,2.20,-0.05
1970-01-01 00:00:06.894,-5.68,0.27,-88.79,-0.34,-1.22,11.19,1.15,-0.80,247.31,1.96,0.77
1970-01-01 00:00:06.974,-6.33,1.69,-89.32,-0.95,-1.03,11.00,1.15,-1.78,247.31,2.20,-0.27
1970-01-01 00:00:07.085,-4.12,12.33,-89.42,-1.52,-1.10,7.39,0.04,-8.09,247.31,1.96,2.05
1970-01-01 00:00:07.150,-4.12,12.33,-89.42,-3.67,-1.18,11.54,0.04,-3.36,247.31,1.96,-0.25
1970-01-01 00:00:07.225,-0.41,14.50,-87.30,-3.40,-0.14,9.08,0.04,-4.26,247.31,1.96,0.42
1970-01-01 00:00:07.294,1.82,15.19,-84.40,-3.40,0.35,8.01,0.04,-4.47,247.31,1.96,0.54
1970-01-01 00:00:07.364,5.02,15.36,-79.68,-2.75,1.20,7.97,0.04,-5.59,247.31,1.96,0.61
1970-01-01 00:00:07.435,5.64,14.10,-75.38,-2.75,1.04,9.08,0.04,-5.13,247.31,1.96,-0.13
1970-01-01 00:00:07.535,5.64,14.10,-75.38,-1.49,0.73,9.04,-0.60,-9.48,247.31,1.96,0.92
1970-01-01 00:00:07.615,4.69,13.60,-57.35,-2.37,0.16,8.82,-0.60,-5.74,247.31,1.96,-0.63
1970-01-01 00:00:07.685,3.38,13.63,-52.18,-3.02,0.12,9.46,-0.60,-4.51,247.31,1.96,-0.87
1970-01-01 00:00:07.754,3.87,13.56,-43.79,-2.75,0.05,9.42,-0.60,-4.93,247.31,1.96,-0.79
1970-01-01 00:00:07.825,2.33,13.41,-34.21,0.73,0.77,8.74,-0.60,18.26,247.31,1.96,-1.12
1970-01-01 00:00:07.913,-3.08,9.24,-26.83,-2.25,-1.45,10.08,-2.27,-4.10,247.56,1.96,2.76
1970-01-01 00:00:07.986,-6.82,6.25,-25.08,0.01,-2.06,7.86,-2.27,0.00,247.31,1.96,-1.73
1970-01-01 00:00:08.053,-9.77,1.64,-22.02,0.01,-2.06,7.86,-2.27,0.00,247.31,1.96,-0.56
1970-01-01 00:00:08.119,-5.99,-2.60,-20.58,1.66,-1.22,8.51,-2.27,-1.57,247.56,2.20,1.08
1970-01-01 00:00:08.204,-0.23,-7.67,-20.68,2.00,-0.03,9.38,-2.27,-3.83,247.31,1.96,1.10
1970-01-01 00:00:08.296,1.36,-7.41,-21.47,1.96,0.05,9.70,0.18,-3.78,247.80,1.96,0.80
1970-01-01 00:00:08.375,1.76,-5.49,-23.75,0.31,2.00,9.66,0.18,-17.56,246.82,1.96,0.13
1970-01-01 00:00:08.444,0.28,-5.26,-25.41,-0.14,-1.41,8.66,0.18,36.38,246.58,1.96,-0.23
1970-01-01 00:00:08.515,-1.02,-4.90,-30.02,1.73,-0.49,10.42,0.32,-2.83,245.36,1.96,0.75
1970-01-01 00:00:08.596,-1.73,-7.94,-33.66,1.12,0.39,9.46,0.32,-7.11,244.62,1.96,-0.70
1970-01-01 00:00:08.665,-1.93,-10.60,-37.91,-0.41,0.35,9.04,0.32,25.61,243.65,1.96,-0.16
1970-01-01 00:00:08.734,-2.14,-9.96,-44.61,3.07,0.62,10.04,0.32,-3.24,244.13,1.96,-0.45
