Timestamp,CarPitch,CarRoll,CarYaw,LatAccel,Ay,ForwardAccel,LinAccel,RGrad,ShockPot,GyX
2025-05-24 15:38:23.521,-94.60,-0.79,140.80,0.04,-9.38,-0.73,1.09,-22.43,2.69,-0.05
2025-05-24 15:38:23.853,-94.73,-0.55,140.52,0.04,-9.45,-0.77,1.09,-15.53,2.69,-0.07
2025-05-24 15:38:23.962,-94.69,-0.51,140.49,0.07,-9.38,-0.62,0.03,-6.90,2.69,0.04
2025-05-24 15:38:23.062,-94.79,-0.49,140.48,-0.00,-9.42,-0.73,0.04,0.00,2.69,0.03
2025-05-24 15:38:23.171,-95.00,-0.45,140.47,0.07,-9.45,-0.81,-0.05,-6.06,2.69,0.03
2025-05-24 15:38:23.249,-95.00,-0.45,140.47,0.04,-9.45,-0.62,-0.05,-12.79,2.69,0.09
2025-05-24 15:38:24.350,-95.00,-0.45,140.47,0.11,-9.38,-0.58,-0.05,-3.97,2.69,0.03
2025-05-24 15:38:24.450,-95.00,-0.45,140.47,-0.00,-9.41,-0.66,-0.05,0.00,2.69,0.02
2025-05-24 15:38:24.549,-95.00,-0.45,140.47,-0.00,-9.41,-0.66,0.04,0.00,2.69,0.07
2025-05-24 15:38:24.651,-95.00,-0.45,140.47,0.04,-9.38,-0.66,0.04,-12.79,2.69,0.07
2025-05-24 15:38:24.751,-95.00,-0.45,140.47,0.04,-9.45,-0.70,0.04,-12.79,2.69,-0.04
2025-05-24 15:38:24.852,-95.00,-0.45,140.47,0.04,-9.45,-0.70,0.04,-12.79,2.69,0.06
2025-05-24 15:38:24.963,-95.00,-0.45,140.47,0.04,-9.45,-0.54,0.14,-12.79,2.69,0.04
2025-05-24 15:38:24.072,-93.48,-0.31,140.43,0.07,-9.41,-0.66,-0.08,-4.21,2.69,-0.01
2025-05-24 15:38:24.171,-93.50,-0.31,140.43,0.04,-9.42,-0.51,0.04,-8.71,2.69,-0.01
2025-05-24 15:38:24.259,-93.50,-0.31,140.43,0.11,-9.48,-0.58,0.04,-2.70,2.69,-0.06
2025-05-24 15:38:25.361,-93.50,-0.31,140.43,0.07,-9.41,-0.58,0.04,-4.13,2.69,0.03
2025-05-24 15:38:25.461,-93.50,-0.31,140.43,0.04,-9.42,-0.62,0.04,-8.71,2.69,0.02
2025-05-24 15:38:25.563,-93.50,-0.31,140.43,0.07,-9.41,-0.58,0.09,-4.13,2.69,0.03
2025-05-24 15:38:25.661,-93.50,-0.31,140.43,0.07,-9.41,-0.66,0.09,-4.13,2.69,-0.05
2025-05-24 15:38:25.761,-93.50,-0.31,140.43,0.04,-9.45,-0.62,0.09,-8.71,2.69,-0.05
2025-05-24 15:38:25.863,-93.50,-0.31,140.43,0.04,-9.38,-0.73,0.09,-8.71,2.69,-0.02
2025-05-24 15:38:25.972,-94.14,-0.28,140.48,0.07,-9.41,-0.62,0.09,-3.76,2.69,0.00
2025-05-24 15:38:25.073,-94.09,-0.28,140.48,0.11,-9.45,-0.66,0.09,-2.44,2.69,0.01
2025-05-24 15:38:25.182,-94.09,-0.28,140.48,0.11,-9.61,-0.54,0.00,-2.44,2.69,-0.01
2025-05-24 15:38:25.269,-94.09,-0.28,140.48,0.11,-9.61,-0.54,0.00,-2.44,2.69,0.02
2025-05-24 15:38:26.370,-94.09,-0.28,140.48,0.07,-9.42,-0.70,0.00,-3.72,2.69,-0.02
2025-05-24 15:38:26.472,-94.09,-0.28,140.48,-0.00,-9.48,-0.73,0.00,0.00,2.69,-0.04
2025-05-24 15:38:26.569,-94.37,-0.28,140.51,-0.00,-9.48,-0.73,0.00,0.00,2.69,-0.01
2025-05-24 15:38:26.671,-94.37,-0.28,140.51,0.04,-9.49,-0.73,0.08,-7.97,2.69,-0.09
2025-05-24 15:38:26.771,-94.37,-0.28,140.51,-0.00,-9.42,-0.70,0.08,0.00,2.69,-0.09
2025-05-24 15:38:26.872,-94.37,-0.28,140.51,0.07,-9.41,-0.81,0.08,-3.77,2.69,0.00
2025-05-24 15:38:26.973,-94.37,-0.28,140.51,0.07,-9.41,-0.81,0.08,-3.77,2.69,-0.00
2025-05-24 15:38:26.093,-94.58,-0.28,140.51,0.23,-9.38,-0.85,-0.01,-1.22,2.69,0.10
2025-05-24 15:38:26.193,-94.90,-0.28,140.51,0.11,-9.34,-0.81,0.05,-2.44,2.69,-0.05
2025-05-24 15:38:26.281,-94.90,-0.28,140.51,0.04,-9.30,-0.85,0.05,-7.86,2.69,0.03
2025-05-24 15:38:27.379,-94.90,-0.28,140.51,0.07,-9.42,-0.73,0.05,-3.72,2.69,0.05
2025-05-24 15:38:27.483,-94.90,-0.28,140.51,0.04,-9.38,-0.77,0.05,-7.86,2.69,0.02
2025-05-24 15:38:27.579,-94.90,-0.28,140.51,0.04,-9.38,-0.77,0.05,-7.86,2.69,0.01
2025-05-24 15:38:27.681,-94.90,-0.28,140.51,0.07,-9.38,-0.70,-0.02,-3.72,2.69,-0.06
2025-05-24 15:38:27.782,-94.90,-0.28,140.51,0.11,-9.49,-0.70,-0.02,-2.44,2.69,-0.06
2025-05-24 15:38:27.883,-94.90,-0.28,140.51,0.07,-9.45,-0.70,-0.02,-3.72,2.69,0.01
2025-05-24 15:38:27.993,-94.33,-0.29,140.48,0.04,-9.38,-0.70,-0.02,-8.28,2.69,0.03
2025-05-24 15:38:27.093,-94.14,-0.30,140.44,-0.00,-9.49,-0.85,-0.02,0.00,2.69,0.04
2025-05-24 15:38:27.190,-94.14,-0.30,140.44,-0.00,-9.60,-0.62,-0.02,0.00,2.69,0.34
2025-05-24 15:38:28.313,-88.47,-0.29,140.21,-0.00,-9.38,-0.01,-0.04,0.00,2.69,0.03
2025-05-24 15:38:28.390,-88.47,-0.29,140.21,-0.00,-9.38,-0.01,-0.04,0.00,2.69,1.23
2025-05-24 15:38:28.492,-88.47,-0.29,140.21,0.15,-10.14,4.21,-0.04,-1.93,2.69,1.02
2025-05-24 15:38:28.589,-88.47,-0.29,140.21,0.15,-10.14,4.21,-0.04,-1.93,2.69,1.12
2025-05-24 15:38:28.705,-88.47,-0.29,140.21,-0.04,-7.84,4.62,0.07,6.66,2.69,-0.13
2025-05-24 15:38:28.791,-88.47,-0.29,140.21,-0.04,-7.84,4.62,-0.25,6.66,2.44,-0.10
2025-05-24 15:38:28.892,-88.47,-0.29,140.21,0.04,-5.35,7.08,-0.25,-8.14,2.69,2.31
2025-05-24 15:38:28.994,-30.66,0.31,138.68,0.04,-5.35,7.08,-0.25,8.76,2.69,2.33
2025-05-24 15:38:28.114,-30.66,0.31,138.68,2.26,3.11,11.25,1.86,0.14,2.69,1.30
2025-05-24 15:38:28.214,-7.68,-2.94,139.00,0.19,0.01,9.11,1.86,-15.70,2.69,-0.13
2025-05-24 15:38:29.300,-7.68,-2.94,139.00,0.19,0.01,9.11,1.86,-15.70,2.69,-0.03
2025-05-24 15:38:29.401,-7.68,-2.94,139.00,-0.50,2.04,6.16,1.86,5.89,2.69,-0.11
2025-05-24 15:38:29.502,-7.68,-2.94,139.00,-0.50,2.04,6.16,1.86,5.89,2.69,0.12
2025-05-24 15:38:29.600,-3.74,1.13,139.64,-0.50,2.04,6.16,1.86,-2.26,2.69,-0.02
2025-05-24 15:38:29.701,-3.74,1.13,139.64,-0.31,-0.03,9.38,0.13,-3.66,2.69,-0.14
2025-05-24 15:38:29.804,-3.74,1.13,139.64,-0.31,-0.18,9.49,0.13,-3.66,2.69,-0.14
2025-05-24 15:38:29.902,-3.74,1.13,139.64,-0.31,-0.14,9.34,0.13,-3.66,2.69,0.01
2025-05-24 15:38:29.004,-3.74,1.13,139.64,-0.31,-0.14,9.34,0.13,-3.66,2.44,0.00
2025-05-24 15:38:29.113,-2.16,1.61,139.67,-0.27,-0.22,9.46,0.13,-5.96,2.69,-0.00
2025-05-24 15:38:29.224,-1.97,1.67,139.68,-0.31,-0.07,9.38,-0.07,-5.41,2.69,0.06
2025-05-24 15:38:30.334,-1.85,1.70,139.69,-0.35,-0.18,9.38,0.00,-4.90,2.69,-0.02
2025-05-24 15:38:30.412,-1.85,1.70,139.69,-0.27,-0.18,9.41,0.00,-6.32,2.69,0.00
2025-05-24 15:38:30.513,-1.85,1.70,139.69,-0.35,-0.18,9.42,0.00,-4.90,2.69,-0.00
2025-05-24 15:38:30.609,-1.85,1.70,139.69,-0.35,-0.18,9.42,0.00,-4.90,2.69,-0.00
2025-05-24 15:38:30.712,-1.56,1.82,139.71,-0.31,-0.14,9.41,0.00,-5.89,2.69,-0.00
2025-05-24 15:38:30.811,-1.56,1.82,139.71,-0.27,-0.14,9.41,0.00,-6.75,2.69,-0.03
2025-05-24 15:38:30.134,-1.56,1.82,139.71,-0.35,-0.22,9.49,0.31,-5.23,2.69,0.09
2025-05-24 15:38:30.233,-1.56,1.82,139.71,-0.31,-0.33,9.96,0.31,-5.89,2.69,0.01
2025-05-24 15:38:31.344,-1.31,1.89,139.73,-0.31,-0.26,9.34,0.31,-6.12,2.69,-0.01
2025-05-24 15:38:31.444,-1.31,1.89,139.73,-0.31,-0.14,9.45,-0.01,-6.12,2.69,-0.03
2025-05-24 15:38:31.564,-1.25,1.90,139.74,-0.31,-0.18,9.41,0.00,-6.15,2.69,0.00
2025-05-24 15:38:31.644,-1.25,1.90,139.74,-0.31,-0.22,9.42,0.00,-6.15,2.69,-0.00
2025-05-24 15:38:31.742,-1.25,1.90,139.74,-0.31,-0.18,9.45,0.00,-6.15,2.69,0.00
2025-05-24 15:38:31.844,-1.25,1.90,139.74,-0.35,-0.22,9.49,0.00,-5.46,2.44,0.01
2025-05-24 15:38:31.025,-1.25,1.90,139.74,-0.35,-0.22,9.49,0.00,-5.46,2.69,0.00
2025-05-24 15:38:31.134,-1.15,1.91,139.75,-0.31,-0.18,9.45,0.00,-6.19,2.69,0.00
2025-05-24 15:38:31.244,-1.13,1.93,139.75,-0.31,-0.18,9.38,0.00,-6.24,2.69,-0.00
2025-05-24 15:38:32.345,-1.13,1.93,139.75,-0.31,-0.14,9.38,-0.04,-6.24,2.69,0.02
2025-05-24 15:38:32.435,-1.13,1.93,139.75,-0.35,-0.18,9.38,0.00,-5.54,2.69,-0.02
2025-05-24 15:38:32.533,-1.13,1.93,139.75,-0.35,-0.22,9.38,0.00,-5.54,2.69,0.00
2025-05-24 15:38:32.634,-1.13,1.93,139.75,-0.27,-0.07,9.38,0.00,-7.14,2.44,0.00
2025-05-24 15:38:32.731,-1.13,1.93,139.75,-0.27,-0.07,9.38,0.00,-7.14,2.69,0.03
2025-05-24 15:38:32.832,-1.13,1.93,139.75,-0.23,0.55,9.30,-0.79,-8.21,2.69,-0.23
2025-05-24 15:38:32.933,-1.13,1.93,139.75,-0.39,-0.45,9.26,-0.98,-4.98,2.69,-0.50
2025-05-24 15:38:32.033,-1.13,1.93,139.75,-0.39,-0.45,9.26,-0.98,-4.98,2.69,0.03
