Timestamp,CarPitch,CarRoll,CarYaw,LatAccel,Ay,ForwardAccel,LinAccel,RGrad,ShockPot,GyX
2025-05-24 15:38:21.211,-102.09,5.56,136.72,0.27,-9.34,-1.39,0.66,20.94,2.69,-0.09
2025-05-24 15:38:22.309,-102.09,5.56,136.72,0.27,-9.34,-1.39,0.23,20.94,2.69,-0.48
2025-05-24 15:38:22.409,-102.09,5.56,136.72,0.34,-6.50,-4.37,1.00,16.36,2.69,-0.16
2025-05-24 15:38:22.512,-102.09,5.56,136.72,0.84,-10.02,-0.81,1.00,6.62,2.69,0.10
2025-05-24 15:38:22.611,-102.09,5.56,136.72,0.84,-10.02,-0.81,1.00,6.62,2.69,-0.08
2025-05-24 15:38:22.722,-102.09,5.56,136.72,0.19,-9.30,-0.85,-0.05,29.66,2.69,-0.09
2025-05-24 15:38:22.832,-102.09,5.56,136.72,0.38,-8.76,-1.77,1.09,14.68,2.69,0.15
2025-05-24 15:38:22.921,-102.09,5.56,136.72,-0.69,-9.83,0.11,1.09,-8.04,2.69,-0.40
2025-05-24 15:38:22.019,-102.09,5.56,136.72,-0.46,-8.88,-0.81,1.09,-11.96,2.69,0.02
2025-05-24 15:38:22.119,-102.09,5.56,136.72,-0.35,-8.72,-0.96,1.09,-16.00,2.44,0.09
2025-05-24 15:38:22.218,-102.09,5.56,136.72,-0.35,-8.72,-0.96,1.09,-16.00,2.69,0.34
2025-05-24 15:38:23.319,-94.60,-0.79,140.80,-0.00,-10.18,0.37,1.09,0.00,2.69,0.34
2025-05-24 15:38:23.420,-94.60,-0.79,140.80,0.11,-9.49,-0.39,1.09,-6.96,2.69,0.34
